FIPS,FIPSTEXT,y12_M085_valuetext,y12_M085_classRange,Acres of Total Cropland as Percent of Land Area in Acres: 2012_valueNumeric,y12_M270_valueText,y12_M270_classRange,Acres of Cropland and Pastureland Treated with Animal Manure as Percent of Total Cropland Acreage_valueNumeric
55005,55005,36.74,30 - 49,36.74,21.05,15 - 29,21.05
55007,55007,3.84,Less than 5,3.84,12.27,14-May,12.27
55009,55009,44.64,30 - 49,44.64,28.85,15 - 29,28.85
55011,55011,37.86,30 - 49,37.86,25.84,15 - 29,25.84
55013,55013,8.44,14-May,8.44,14.8,14-May,14.8
55015,55015,59.34,50 - 74,59.34,23.93,15 - 29,23.93
55017,55017,38.72,30 - 49,38.72,19.49,15 - 29,19.49
55019,55019,40.16,30 - 49,40.16,32.46,30 - 59,32.46
55021,55021,47.79,30 - 49,47.79,12.85,14-May,12.85
55023,55023,26.95,15 - 29,26.95,18.31,15 - 29,18.31
55025,55025,51.72,50 - 74,51.72,21.6,15 - 29,21.6
55027,55027,59.35,50 - 74,59.35,17.76,15 - 29,17.76
55029,55029,30.57,30 - 49,30.57,11.81,14-May,11.81
55031,55031,3.49,Less than 5,3.49,3.71,Less than 5,3.71
55033,55033,46.42,30 - 49,46.42,16.42,15 - 29,16.42
55035,55035,31.55,30 - 49,31.55,14.28,14-May,14.28
55037,55037,1.56,Less than 5,1.56,9.13,14-May,9.13
55039,55039,56.92,50 - 74,56.92,25.8,15 - 29,25.8
55041,55041,1.58,Less than 5,1.58,7.05,14-May,7.05
55043,55043,49.23,30 - 49,49.23,24.77,15 - 29,24.77
55045,55045,63.84,50 - 74,63.84,18.64,15 - 29,18.64
55047,55047,53.63,50 - 74,53.63,14.14,14-May,14.14
55049,55049,40.6,30 - 49,40.6,20.07,15 - 29,20.07
55051,55051,1,Less than 5,1,40.95,30 - 59,40.95
55053,55053,22.04,15 - 29,22.04,17.14,15 - 29,17.14
55055,55055,51.05,50 - 74,51.05,14.5,14-May,14.5
55057,55057,22.17,15 - 29,22.17,16.02,15 - 29,16.02
55059,55059,39.12,30 - 49,39.12,9.78,14-May,9.78
55061,55061,66.02,50 - 74,66.02,28.83,15 - 29,28.83
55063,55063,30.05,30 - 49,30.05,23.21,15 - 29,23.21
55065,55065,68.08,50 - 74,68.08,17.95,15 - 29,17.95
55067,55067,13.12,14-May,13.12,15.54,15 - 29,15.54
55069,55069,6.8,14-May,6.8,18.57,15 - 29,18.57
55071,55071,49.56,30 - 49,49.56,27.51,15 - 29,27.51
55073,55073,32.37,30 - 49,32.37,30.54,30 - 59,30.54
55075,55075,9.46,14-May,9.46,28.15,15 - 29,28.15
55077,55077,28.86,15 - 29,28.86,10.37,14-May,10.37
55078,55078,0.18,Less than 5,0.18,0,Less than 5,0
55079,55079,2.24,Less than 5,2.24,(D),Less than 5,
55081,55081,30.05,30 - 49,30.05,23.06,15 - 29,23.06
55083,55083,22.08,15 - 29,22.08,18.34,15 - 29,18.34
55085,55085,1.7,Less than 5,1.7,3.72,Less than 5,3.72
55087,55087,51.49,50 - 74,51.49,18.28,15 - 29,18.28
55089,55089,34.64,30 - 49,34.64,20.48,15 - 29,20.48
55091,55091,42.45,30 - 49,42.45,22.8,15 - 29,22.8
55093,55093,45.28,30 - 49,45.28,16.33,15 - 29,16.33
55095,55095,27.34,15 - 29,27.34,17.5,15 - 29,17.5
55097,55097,39.3,30 - 49,39.3,15.39,15 - 29,15.39
55099,55099,4.91,Less than 5,4.91,24.21,15 - 29,24.21
55101,55101,43.49,30 - 49,43.49,5.77,14-May,5.77
55103,55103,29.81,15 - 29,29.81,27.63,15 - 29,27.63
55105,55105,66.07,50 - 74,66.07,7.74,14-May,7.74
55107,55107,11.98,14-May,11.98,21.37,15 - 29,21.37
55109,55109,42.41,30 - 49,42.41,15.01,15 - 29,15.01
55111,55111,39.45,30 - 49,39.45,24.28,15 - 29,24.28
55113,55113,2.72,Less than 5,2.72,21.5,15 - 29,21.5
55115,55115,32.1,30 - 49,32.1,28.64,15 - 29,28.64
55117,55117,47.64,30 - 49,47.64,24.56,15 - 29,24.56
55119,55119,19.23,15 - 29,19.23,21.27,15 - 29,21.27
55121,55121,42.17,30 - 49,42.17,22.2,15 - 29,22.2
55123,55123,35.83,30 - 49,35.83,21.88,15 - 29,21.88
55125,55125,0.51,Less than 5,0.51,(D),Less than 5,
55127,55127,46.12,30 - 49,46.12,9.1,14-May,9.1
55129,55129,7.49,14-May,7.49,11.95,14-May,11.95
55131,55131,38.92,30 - 49,38.92,21.48,15 - 29,21.48
55133,55133,21.51,15 - 29,21.51,8.22,14-May,8.22
55135,55135,29.57,15 - 29,29.57,18.68,15 - 29,18.68
55137,55137,27.12,15 - 29,27.12,7.72,14-May,7.72
55139,55139,45.37,30 - 49,45.37,14.7,14-May,14.7
55141,55141,26.19,15 - 29,26.19,19.2,15 - 29,19.2
56001,56001,4.4,Less than 5,4.4,2.06,Less than 5,2.06
56003,56003,4.94,Less than 5,4.94,2.84,Less than 5,2.84
56005,56005,4.58,Less than 5,4.58,0.68,Less than 5,0.68
56007,56007,2.5,Less than 5,2.5,2.28,Less than 5,2.28
56009,56009,2.23,Less than 5,2.23,4.95,Less than 5,4.95
56011,56011,8.28,14-May,8.28,1.34,Less than 5,1.34
56013,56013,2.86,Less than 5,2.86,5.15,14-May,5.15
56015,56015,16.96,15 - 29,16.96,3.81,Less than 5,3.81
56017,56017,2.19,Less than 5,2.19,1.22,Less than 5,1.22
56019,56019,2.25,Less than 5,2.25,0.98,Less than 5,0.98
56021,56021,19.67,15 - 29,19.67,3.84,Less than 5,3.84
56023,56023,3.78,Less than 5,3.78,5.17,14-May,5.17
56025,56025,1.27,Less than 5,1.27,5.58,14-May,5.58
56027,56027,4.48,Less than 5,4.48,0.54,Less than 5,0.54
56029,56029,2.47,Less than 5,2.47,4.08,Less than 5,4.08
56031,56031,11.09,14-May,11.09,4.45,Less than 5,4.45
56033,56033,4.62,Less than 5,4.62,1.37,Less than 5,1.37
56035,56035,3.92,Less than 5,3.92,14.61,14-May,14.61
56037,56037,0.54,Less than 5,0.54,4.73,Less than 5,4.73
56039,56039,0.41,Less than 5,0.41,23.83,15 - 29,23.83
56041,56041,5.16,14-May,5.16,2.89,Less than 5,2.89
56043,56043,2.79,Less than 5,2.79,4.46,Less than 5,4.46
56045,56045,3.72,Less than 5,3.72,8.87,14-May,8.87
